0.03978,0.00407,0
0.06161,0.00407,0
0.08344,0.00407,0
0.1053,0.00407,0
0.1271,0.00407,0
0.1489,0.00407,0
0.1708,0.00407,0
0.1926,0.00407,0
0.2144,0.00407,0
0.2362,0.00407,0
0.2581,0.002948,0
0.2799,0.002948,0
0.3017,0.002948,0
0.3236,0.002948,0
0.3454,0.002948,0
0.3672,0.002948,0
0.3891,0.002948,0
0.4109,0.002948,0
0.4327,0.002948,0
0.4545,0.002948,0
0.4764,0.002948,0
0.4982,0.002948,0
0.52,0.002948,0
0.5419,0.002948,0
0.5637,0.002948,0
0.5855,0.002948,0
0.6074,0.002948,0
0.651,0.002948,0
0.6728,0.002948,0
0.7383,0.002948,0
0.7602,0.002948,0
0.8038,0.002948,0
0.8257,0.002948,0
0.8693,0.002948,0
0.8911,0.002948,0
0.9348,0.002948,0
0.9566,0.002948,0
1,0.002948,0
1.022,0.002948,0
1.066,0.002948,0
1.088,0.00407,0
1.131,0.002948,0
1.153,0.002948,0
1.197,0.002948,0
1.219,0.002948,0
1.262,0.002948,0
1.284,0.002948,0
1.306,0.00407,0
1.35,0.002948,0
1.371,0.002948,0
1.415,0.002948,0
1.437,0.00407,0
1.481,0.00407,0
1.502,0.00407,0
1.546,0.002948,0
1.568,0.002948,0
1.612,0.00407,0
1.655,0.00407,0
1.677,0.00407,0
1.721,0.00407,0
1.743,0.00407,0
1.786,0.00407,0
1.808,0.00407,0
1.852,0.005191,0
1.939,0.005191,0
1.983,0.00407,0
2.004,0.005191,0
2.048,0.005191,0
2.07,0.005191,0
2.092,0.005191,0
2.135,0.005191,0
2.157,0.006312,0
2.201,0.006312,0
2.223,0.006312,0
2.266,0.006312,0
2.288,0.007434,0
2.332,0.007434,0
2.354,0.00407,0
2.376,0.00407,0
2.397,0.005191,0
2.419,0.005191,0
2.441,0.005191,0
2.463,0.005191,0
2.485,0.005191,0
2.507,0.005191,0
2.528,0.005191,0
2.55,0.005191,0
2.572,0.005191,0
2.594,0.005191,0
2.616,0.005191,0
2.638,0.005191,0
2.659,0.005191,0
2.681,0.005191,0
2.703,0.005191,0
2.725,0.005191,0
2.747,0.005191,0
2.769,0.006312,0
2.79,0.006312,0
2.812,0.006312,0
2.834,0.007434,0
2.856,0.007434,0
2.878,0.007434,0
2.9,0.007434,0
2.921,0.007434,0
2.943,0.007434,0
2.965,0.008555,0
2.987,0.008555,0
3.009,0.008555,0
3.03,0.008555,0
3.052,0.008555,0
3.074,0.009676,0
3.096,0.009676,0
3.118,0.01192,0
3.14,0.01304,0
3.161,0.01416,0
3.183,0.01416,0
3.205,0.01528,0
3.227,0.01753,0
3.249,0.01865,0
3.271,0.02201,0
3.292,0.02425,0
3.314,0.02537,0
3.336,0.02762,0
3.358,0.02986,0
3.38,0.03098,0
3.402,0.03098,0
3.423,0.03098,0
3.445,0.03098,0
3.467,0.0321,0
3.489,0.03322,0
3.511,0.03322,0
3.533,0.03322,0
3.554,0.03435,0
3.576,0.03435,0
3.598,0.03435,0
3.62,0.03547,0
3.642,0.03659,0
3.664,0.03995,0
3.685,0.03995,0
3.707,0.04107,0
3.729,0.03995,0
3.751,0.04107,0
3.773,0.04219,0
3.795,0.04219,0
3.816,0.04219,0
3.838,0.04332,0
3.86,0.04444,0
3.882,0.04556,0
3.904,0.04668,0
3.926,0.0478,0
3.947,0.04668,0
3.969,0.04668,0
3.991,0.0478,0
4.013,0.0478,0
4.035,0.04892,0
4.056,0.05229,0
4.078,0.05453,0
4.1,0.05453,0
4.122,0.05453,0
4.144,0.05453,0
4.166,0.05565,0
4.187,0.05789,0
4.209,0.05901,0
4.231,0.05901,0
4.253,0.06238,0
4.275,0.0635,0
4.297,0.06462,0
4.318,0.06686,0
4.34,0.06911,0
4.362,0.08032,0
4.362,0.07023,0
4.384,0.07583,0
4.406,0.08256,0
4.428,0.08368,0
4.449,0.08817,0
4.471,0.09153,0
4.493,0.09265,0
4.559,0.07696,0
4.58,0.06686,0
4.602,0.06799,0
4.624,0.08032,0
4.646,0.06911,0
4.668,0.06799,0
4.69,0.06574,0
4.711,0.06462,0
4.733,0.0635,0
4.755,0.06238,0
4.777,0.06126,0
4.799,0.06014,0
4.799,0.05004,0
4.821,0.06014,0
4.821,0.05117,0
4.842,0.06126,0
4.842,0.05117,0
4.864,0.05789,0
4.886,0.05789,0
4.908,0.05789,0
4.93,0.05453,0
4.952,0.05341,0
4.973,0.05341,0
4.995,0.05341,0
5.017,0.05341,0
5.039,0.05341,0
5.061,0.05229,0
5.082,0.05229,0
5.104,0.05229,0
5.126,0.05229,0
5.148,0.05229,0
5.17,0.05341,0
5.192,0.05229,0
5.192,0.04332,0
5.213,0.05229,0
5.213,0.04332,0
5.235,0.0478,0
5.257,0.0478,0
5.279,0.0478,0
5.301,0.04892,0
5.323,0.04892,0
5.344,0.04892,0
5.366,0.04892,0
5.388,0.0478,0
5.41,0.0478,0
5.432,0.0478,0
5.454,0.0478,0
5.475,0.0478,0
5.475,0.03995,0
5.497,0.04892,0
5.497,0.03883,0
5.519,0.0478,0
5.519,0.03883,0
5.541,0.04444,0
5.563,0.04556,0
5.585,0.04556,0
5.606,0.04444,0
5.628,0.04444,0
5.65,0.04556,0
5.672,0.04556,0
5.694,0.04556,0
5.716,0.04556,0
5.737,0.04556,0
5.759,0.04668,0
5.781,0.04668,0
5.803,0.04668,0
5.825,0.04668,0
5.847,0.04556,0
5.868,0.04332,0
5.89,0.04332,0
5.912,0.04332,0
5.934,0.04219,0
5.956,0.04332,0
5.978,0.04332,0
5.999,0.04332,0
6.021,0.04332,0
6.043,0.04444,0
6.065,0.04444,0
6.087,0.04332,0
6.109,0.04332,0
6.13,0.04219,0
6.152,0.04332,0
6.174,0.04332,0
6.196,0.04444,0
6.218,0.04444,0
6.37,0.05117,0
6.414,0.0478,0
6.436,0.0478,0
6.458,0.0478,0
6.48,0.05229,0
6.501,0.05229,0
6.523,0.05117,0
6.545,0.05117,0
6.567,0.04892,0
6.589,0.04556,0
6.611,0.04332,0
6.632,0.04219,0
6.654,0.03995,0
6.676,0.0321,0
6.698,0.04444,0
6.698,0.02762,0
6.742,0.02537,0
6.763,0.02313,0
6.785,0.0321,0
6.785,0.02425,0
6.807,0.03098,0
6.807,0.02313,0
6.829,0.03098,0
6.829,0.02201,0
6.851,0.02313,0
6.916,0.01304,0
6.938,0.01416,0
6.982,0.01304,0
7.004,0.0164,0
7.025,0.0164,0
7.047,0.01304,0
7.091,0.01304,0
7.113,0.01304,0
7.156,0.01192,0
7.178,0.01192,0
7.222,0.01192,0
7.244,0.01304,0
7.287,0.01304,0
7.309,0.01304,0
7.353,0.01304,0
7.375,0.01528,0
7.396,0.01416,0
7.44,0.01528,0
7.462,0.01528,0
7.506,0.01753,0
7.527,0.01865,0
7.549,0.01977,0
7.571,0.01977,0
7.593,0.0164,0
7.637,0.01753,0
7.68,0.02201,0
7.702,0.02313,0
7.724,0.06462,0
7.724,0.04668,0
7.724,0.02537,0
7.724,0.01865,0
7.746,0.08256,0
7.746,0.06574,0
7.746,0.04668,0
7.746,0.0265,0
7.768,0.114,0
7.768,0.08256,0
7.768,0.06462,0
7.768,0.04668,0
7.768,0.02762,0
7.789,0.1263,0
7.789,0.1218,0
7.789,0.114,0
7.789,0.08144,0
7.789,0.06462,0
7.789,0.04668,0
7.811,0.1229,0
7.811,0.114,0
7.811,0.08256,0
7.811,0.06462,0
7.833,0.1196,0
7.833,0.08481,0
7.833,0.06462,0
7.833,0.05004,0
7.855,0.1207,0
7.855,0.08705,0
7.855,0.06462,0
7.855,0.05004,0
7.855,0.03659,0
7.877,0.1241,0
7.877,0.1162,0
7.877,0.08705,0
7.877,0.06462,0
7.877,0.05004,0
7.877,0.03659,0
7.899,0.1162,0
7.899,0.08705,0
7.899,0.06574,0
7.899,0.05004,0
7.899,0.03435,0
7.899,0.02313,0
7.92,0.08705,0
7.92,0.06462,0
7.92,0.05004,0
7.92,0.03098,0
7.942,0.04892,0
7.942,0.02986,0
7.964,0.02313,0
7.986,0.01865,0
8.008,0.0321,0
8.008,0.01528,0
8.03,0.03098,0
8.03,0.01416,0
8.073,0.0164,0
8.095,0.01753,0
8.139,0.0164,0
8.161,0.0164,0
8.204,0.0164,0
8.226,0.01753,0
8.27,0.01865,0
8.291,0.01865,0
8.313,0.01865,0
8.357,0.01865,0
8.379,0.01753,0
8.422,0.01753,0
8.444,0.01753,0
8.488,0.0164,0
8.51,0.01753,0
8.553,0.01753,0
8.575,0.0164,0
8.597,0.01753,0
8.641,0.01865,0
8.663,0.01977,0
8.684,0.02201,0
8.706,0.02201,0
8.728,0.02089,0
8.837,0.02201,0
8.859,0.02201,0
8.903,0.02537,0
8.925,0.02537,0
8.946,0.02537,0
9.034,0.02762,0
9.056,0.03771,0
9.056,0.02762,0
9.077,0.03771,0
9.077,0.02874,0
9.099,0.03322,0
9.143,0.03322,0
9.165,0.03435,0
9.187,0.03659,0
9.208,0.03883,0
9.252,0.05677,0
9.252,0.03995,0
9.274,0.05565,0
9.274,0.0478,0
9.274,0.03547,0
9.296,0.05117,0
9.296,0.03547,0
9.318,0.05229,0
9.318,0.03547,0
9.339,0.05229,0
9.339,0.03659,0
9.361,0.05229,0
9.361,0.03771,0
9.383,0.05677,0
9.383,0.04668,0
9.383,0.03771,0
9.405,0.05677,0
9.405,0.04332,0
9.427,0.04444,0
9.47,0.04668,0
9.514,0.05341,0
9.514,0.04332,0
9.536,0.04219,0
9.558,0.04219,0
9.579,0.04219,0
9.623,0.04332,0
9.645,0.04332,0
9.689,0.04556,0
9.71,0.0478,0
9.732,0.04892,0
9.754,0.04892,0
9.776,0.04892,0
9.798,0.05117,0
9.82,0.05341,0
9.841,0.05565,0
9.863,0.05565,0
9.907,0.05901,0
9.929,0.05229,0
9.951,0.05341,0
9.972,0.05341,0
9.994,0.05341,0
10.02,0.05341,0
10.04,0.05453,0
10.06,0.05677,0
10.08,0.05789,0
10.1,0.05789,0
10.13,0.06014,0
10.15,0.05901,0
10.17,0.05789,0
10.19,0.05565,0
10.21,0.05341,0
10.23,0.05341,0
10.26,0.05341,0
10.26,0.04107,0
10.28,0.05341,0
10.28,0.04107,0
10.3,0.05117,0
10.3,0.04107,0
10.32,0.05004,0
10.32,0.04219,0
10.34,0.04668,0
10.37,0.04668,0
10.39,0.05004,0
10.39,0.04107,0
10.41,0.03995,0
10.43,0.03995,0
10.45,0.03995,0
10.47,0.03995,0
10.5,0.03995,0
10.52,0.04444,0
10.54,0.0265,0
10.56,0.04219,0
10.56,0.0265,0
10.58,0.03659,0
10.63,0.03547,0
10.65,0.03659,0
10.69,0.03435,0
10.71,0.03322,0
10.76,0.0321,0
10.78,0.03098,0
10.82,0.02986,0
10.85,0.02986,0
10.89,0.02762,0
10.91,0.02762,0
10.95,0.02762,0
10.98,0.02762,0
11,0.02762,0
11,0.01977,0
11.02,0.03883,0
11.02,0.02537,0
11.04,0.03883,0
11.04,0.02537,0
11.06,0.03883,0
11.06,0.02537,0
11.09,0.03883,0
11.09,0.0265,0
11.13,0.02537,0
11.15,0.02537,0
11.19,0.02537,0
11.22,0.0265,0
11.26,0.0265,0
11.3,0.02874,0
11.35,0.03098,0
11.37,0.03098,0
11.39,0.03098,0
11.41,0.0321,0
11.44,0.03435,0
11.46,0.03659,0
11.48,0.03771,0
11.5,0.02986,0
11.52,0.03098,0
11.54,0.04219,0
11.54,0.03098,0
11.57,0.03435,0
11.59,0.03435,0
11.61,0.03435,0
11.63,0.03435,0
11.65,0.03435,0
11.68,0.03547,0
11.7,0.05229,0
