2e-010,4.4846e-017
2.008e-010,4.2123e-017
2.016e-010,3.9552e-017
2.024e-010,3.7125e-017
2.032e-010,3.4834e-017
2.04e-010,3.2671e-017
2.048e-010,3.0629e-017
2.056e-010,2.8702e-017
2.064e-010,2.6881e-017
2.072e-010,2.5163e-017
2.08e-010,2.354e-017
2.088e-010,2.2008e-017
2.096e-010,2.0562e-017
2.104e-010,1.9197e-017
2.112e-010,1.7907e-017
2.12e-010,1.669e-017
2.128e-010,1.5542e-017
2.136e-010,1.4457e-017
2.144e-010,1.3434e-017
2.152e-010,1.2468e-017
2.16e-010,1.1556e-017
2.168e-010,1.0696e-017
2.176e-010,9.8839e-018
2.184e-010,9.1181e-018
2.192e-010,8.3958e-018
2.2e-010,7.7146e-018
2.208e-010,7.0722e-018
2.216e-010,6.4665e-018
2.224e-010,5.8956e-018
2.232e-010,5.3576e-018
2.24e-010,4.8507e-018
2.248e-010,4.3732e-018
2.256e-010,3.9235e-018
2.264e-010,3.5002e-018
2.272e-010,3.1017e-018
2.28e-010,2.7269e-018
2.288e-010,2.3743e-018
2.296e-010,2.0428e-018
2.304e-010,1.7313e-018
2.312e-010,1.4387e-018
2.32e-010,1.164e-018
2.328e-010,9.062e-019
2.336e-010,6.6441e-019
2.344e-010,4.3776e-019
2.352e-010,2.2545e-019
2.36e-010,2.6699e-020
2.368e-010,-1.5922e-019
2.376e-010,-3.3299e-019
2.384e-010,-4.9528e-019
2.392e-010,-6.467e-019
2.4e-010,-7.8784e-019
2.408e-010,-9.1925e-019
2.416e-010,-1.0415e-018
2.424e-010,-1.155e-018
2.432e-010,-1.2603e-018
2.44e-010,-1.3578e-018
2.448e-010,-1.4479e-018
2.456e-010,-1.5311e-018
2.464e-010,-1.6077e-018
2.472e-010,-1.6781e-018
2.48e-010,-1.7427e-018
2.488e-010,-1.8017e-018
2.496e-010,-1.8554e-018
2.504e-010,-1.9042e-018
2.512e-010,-1.9484e-018
2.52e-010,-1.9881e-018
2.528e-010,-2.0236e-018
2.536e-010,-2.0553e-018
2.544e-010,-2.0832e-018
2.552e-010,-2.1076e-018
2.56e-010,-2.1288e-018
2.568e-010,-2.1468e-018
2.576e-010,-2.1619e-018
2.584e-010,-2.1742e-018
2.592e-010,-2.184e-018
2.6e-010,-2.1913e-018
2.608e-010,-2.1964e-018
2.616e-010,-2.1992e-018
2.624e-010,-2.2001e-018
2.632e-010,-2.199e-018
2.64e-010,-2.1962e-018
2.648e-010,-2.1917e-018
2.656e-010,-2.1856e-018
2.664e-010,-2.178e-018
2.672e-010,-2.1691e-018
2.68e-010,-2.1589e-018
2.688e-010,-2.1475e-018
2.696e-010,-2.135e-018
2.704e-010,-2.1214e-018
2.712e-010,-2.1069e-018
2.72e-010,-2.0914e-018
2.728e-010,-2.0751e-018
2.736e-010,-2.0581e-018
2.744e-010,-2.0403e-018
2.752e-010,-2.0219e-018
2.76e-010,-2.0029e-018
2.768e-010,-1.9833e-018
2.776e-010,-1.9631e-018
2.784e-010,-1.9425e-018
2.792e-010,-1.9215e-018
2.8e-010,-1.9001e-018
2.808e-010,-1.8784e-018
2.816e-010,-1.8563e-018
2.824e-010,-1.8339e-018
2.832e-010,-1.8113e-018
2.84e-010,-1.7885e-018
2.848e-010,-1.7654e-018
2.856e-010,-1.7422e-018
2.864e-010,-1.7189e-018
2.872e-010,-1.6954e-018
2.88e-010,-1.6719e-018
2.888e-010,-1.6482e-018
2.896e-010,-1.6245e-018
2.904e-010,-1.6008e-018
2.912e-010,-1.577e-018
2.92e-010,-1.5532e-018
2.928e-010,-1.5295e-018
2.936e-010,-1.5058e-018
2.944e-010,-1.4821e-018
2.952e-010,-1.4584e-018
2.96e-010,-1.4348e-018
2.968e-010,-1.4113e-018
2.976e-010,-1.3879e-018
2.984e-010,-1.3646e-018
2.992e-010,-1.3413e-018
3e-010,-1.3182e-018
3.008e-010,-1.2952e-018
3.016e-010,-1.2723e-018
3.024e-010,-1.2496e-018
3.032e-010,-1.227e-018
3.04e-010,-1.2045e-018
3.048e-010,-1.1822e-018
3.056e-010,-1.1601e-018
3.064e-010,-1.1381e-018
3.072e-010,-1.1162e-018
3.08e-010,-1.0946e-018
3.088e-010,-1.0731e-018
3.096e-010,-1.0518e-018
3.104e-010,-1.0306e-018
3.112e-010,-1.0097e-018
3.12e-010,-9.8888e-019
3.128e-010,-9.6829e-019
3.136e-010,-9.4788e-019
3.144e-010,-9.2766e-019
3.152e-010,-9.0763e-019
3.16e-010,-8.8778e-019
3.168e-010,-8.6813e-019
3.176e-010,-8.4867e-019
3.184e-010,-8.294e-019
3.192e-010,-8.1032e-019
3.2e-010,-7.9144e-019
3.208e-010,-7.7275e-019
3.216e-010,-7.5425e-019
3.224e-010,-7.3595e-019
3.232e-010,-7.1783e-019
3.24e-010,-6.9991e-019
3.248e-010,-6.8218e-019
3.256e-010,-6.6465e-019
3.264e-010,-6.473e-019
3.272e-010,-6.3014e-019
3.28e-010,-6.1317e-019
3.288e-010,-5.9639e-019
3.296e-010,-5.798e-019
3.304e-010,-5.6339e-019
3.312e-010,-5.4717e-019
3.32e-010,-5.3113e-019
3.328e-010,-5.1528e-019
3.336e-010,-4.996e-019
3.344e-010,-4.8411e-019
3.352e-010,-4.6879e-019
3.36e-010,-4.5365e-019
3.368e-010,-4.3869e-019
3.376e-010,-4.2391e-019
3.384e-010,-4.0929e-019
3.392e-010,-3.9485e-019
3.4e-010,-3.8058e-019
3.408e-010,-3.6647e-019
3.416e-010,-3.5254e-019
3.424e-010,-3.3877e-019
3.432e-010,-3.2516e-019
3.44e-010,-3.1172e-019
3.448e-010,-2.9843e-019
3.456e-010,-2.8531e-019
3.464e-010,-2.7234e-019
3.472e-010,-2.5953e-019
3.48e-010,-2.4688e-019
3.488e-010,-2.3437e-019
3.496e-010,-2.2202e-019
3.504e-010,-2.0982e-019
3.512e-010,-1.9776e-019
3.52e-010,-1.8585e-019
3.528e-010,-1.7409e-019
3.536e-010,-1.6247e-019
3.544e-010,-1.5099e-019
3.552e-010,-1.3965e-019
3.56e-010,-1.2845e-019
3.568e-010,-1.1738e-019
3.576e-010,-1.0645e-019
3.584e-010,-9.5654e-020
3.592e-010,-8.4989e-020
3.6e-010,-7.4454e-020
3.608e-010,-6.4048e-020
3.616e-010,-5.377e-020
3.624e-010,-4.3617e-020
3.632e-010,-3.3588e-020
3.64e-010,-2.3681e-020
3.648e-010,-1.3896e-020
3.656e-010,-4.2307e-021
3.664e-010,5.3166e-021
3.672e-010,1.4747e-020
3.68e-010,2.4063e-020
3.688e-010,3.3264e-020
3.696e-010,4.2353e-020
3.704e-010,5.1331e-020
3.712e-010,6.02e-020
3.72e-010,6.896e-020
3.728e-010,7.7613e-020
3.736e-010,8.6161e-020
3.744e-010,9.4605e-020
3.752e-010,1.0295e-019
3.76e-010,1.1119e-019
3.768e-010,1.1932e-019
3.776e-010,1.2736e-019
3.784e-010,1.3531e-019
3.792e-010,1.4315e-019
3.8e-010,1.509e-019
3.808e-010,1.5856e-019
3.816e-010,1.6612e-019
3.824e-010,1.7359e-019
3.832e-010,1.8097e-019
3.84e-010,1.8825e-019
3.848e-010,1.9545e-019
3.856e-010,2.0256e-019
3.864e-010,2.0959e-019
3.872e-010,2.1653e-019
3.88e-010,2.2339e-019
3.888e-010,2.3016e-019
3.896e-010,2.3686e-019
3.904e-010,2.4347e-019
3.912e-010,2.5001e-019
3.92e-010,2.5646e-019
3.928e-010,2.6284e-019
3.936e-010,2.6915e-019
3.944e-010,2.7538e-019
3.952e-010,2.8153e-019
3.96e-010,2.8761e-019
3.968e-010,2.9362e-019
3.976e-010,2.9956e-019
3.984e-010,3.0543e-019
3.992e-010,3.1123e-019
4e-010,3.1696e-019
4.008e-010,3.2262e-019
4.016e-010,3.2822e-019
4.024e-010,3.3375e-019
4.032e-010,3.3921e-019
4.04e-010,3.4461e-019
4.048e-010,3.4995e-019
4.056e-010,3.5522e-019
4.064e-010,3.6044e-019
4.072e-010,3.6559e-019
4.08e-010,3.7068e-019
4.088e-010,3.7572e-019
4.096e-010,3.8069e-019
4.104e-010,3.8561e-019
4.112e-010,3.9047e-019
4.12e-010,3.9527e-019
4.128e-010,4.0002e-019
4.136e-010,4.0472e-019
4.144e-010,4.0935e-019
4.152e-010,4.1394e-019
4.16e-010,4.1847e-019
4.168e-010,4.2296e-019
4.176e-010,4.2739e-019
4.184e-010,4.3177e-019
4.192e-010,4.361e-019
4.2e-010,4.4038e-019
4.208e-010,4.4461e-019
4.216e-010,4.4879e-019
4.224e-010,4.5293e-019
4.232e-010,4.5702e-019
4.24e-010,4.6106e-019
4.248e-010,4.6506e-019
4.256e-010,4.6901e-019
4.264e-010,4.7291e-019
4.272e-010,4.7678e-019
4.28e-010,4.806e-019
4.288e-010,4.8438e-019
4.296e-010,4.8811e-019
4.304e-010,4.918e-019
4.312e-010,4.9546e-019
4.32e-010,4.9907e-019
4.328e-010,5.0264e-019
4.336e-010,5.0617e-019
