    8900         312.34355206          99.62093750 -4834682274133.78222656 -4834682274034.16113281
    9000         287.70902320          91.76383642 -4886533393252.54296875 -4886533393160.77929688
    9100         275.31098932          87.80952473 -4782726342963.65136719 -4782726342875.84179688
    9200         267.94947035          85.46159273 -4839421080408.54687500 -4839421080323.08496094
    9300         289.70233830          92.39959764 -4891849378657.11523438 -4891849378564.71582031
    9400         275.39940601          87.83772494 -4809749709048.10351562 -4809749708960.26562500
    9500         290.99453583          92.81173975 -4816005641390.40234375 -4816005641297.59082031
    9600         323.89754811         103.30604612 -4820375945428.36621094 -4820375945325.06054688
    9700         286.73391747          91.45282969 -4823433501945.06640625 -4823433501853.61328125
    9800         290.64731506          92.70099484 -4794772034693.20410156 -4794772034600.50292969
    9900         277.80650822          88.60546219 -4839646672761.52343750 -4839646672672.91796875
   10000         292.78136859          93.38164412 -4800652241073.98046875 -4800652240980.59863281
