    7100         331.06770655         105.59294432 -4797520130061.99218750 -4797520129956.39941406
    7200         313.30091412          99.92628494 -4833586982020.12597656 -4833586981920.19921875
    7300         322.78450739         102.95104549 -4845995293743.84667969 -4845995293640.89550781
    7400         321.03211335         102.39212523 -4793883543118.85253906 -4793883543016.45996094
    7500         309.89064654          98.83859144 -4773423169051.94921875 -4773423168953.11035156
    7600         292.62931755          93.33314794 -4833225224130.73144531 -4833225224037.39843750
    7700         307.00087618          97.91690879 -4817809637522.68945312 -4817809637424.77246094
    7800         321.38880160         102.50588976 -4833675972127.48925781 -4833675972024.98339844
    7900         298.69080050          95.26643778 -4855598971216.11230469 -4855598971120.84570312
    8000         322.40797290         102.83095106 -4858916689133.85253906 -4858916689031.02148438
    8100         327.12224511         104.33455251 -4819825550798.15722656 -4819825550693.82226562
    8200         302.09417866          96.35193393 -4794295469770.11328125 -4794295469673.76171875
    8300         331.31746050         105.67260251 -4786100162171.28808594 -4786100162065.61523438
    8400         287.82085679          91.79950537 -4815749249060.54980469 -4815749248968.75000000
    8500         330.02718370         105.26107302 -4812518520009.45605469 -4812518519904.19531250
    8600         323.11964365         103.05793608 -4836846272786.56445312 -4836846272683.50683594
    8700         301.78168832          96.25226617 -4834058385698.16113281 -4834058385601.90917969
    8800         281.89486394          89.90942965 -4771716821155.70312500 -4771716821065.79394531
    8900         336.17500337         107.22189966 -4783519978258.33886719 -4783519978151.11718750
    9000         273.17395608          87.12792508 -4728318283048.32031250 -4728318282961.19238281
    9100         299.82157817          95.62709556 -4783789529493.66601562 -4783789529398.03906250
    9200         311.36744086          99.30961007 -4846645281361.88769531 -4846645281262.57812500
    9300         315.95724028         100.77351134 -4829851816511.22558594 -4829851816410.45214844
    9400         293.04691612          93.46633962 -4820115453771.90625000 -4820115453678.43945312
    9500         333.48554988         106.36410741 -4818337215939.87988281 -4818337215833.51562500
    9600         319.55520061         101.92106883 -4884605856670.42480469 -4884605856568.50390625
    9700         272.77376129          87.00028429 -4767886177535.07812500 -4767886177448.07812500
    9800         312.47529764          99.66295731 -4818065135142.79101562 -4818065135043.12792969
