Ar            0.00000062           0.00000070           0.00000010
Ar           -0.00000240          -0.00000339           0.00000033
Ar           -0.00000083           0.00000013          -0.00000014
Ar            0.00000029          -0.00000046          -0.00000015
Ar            0.00000622           0.00000059          -0.00000025
Ar            0.00000030           0.00000118           0.00000029
Ar            0.00000126          -0.00000212          -0.00000038
Ar            0.00000204           0.00000013           0.00000037
Ar            0.00000163           0.00000012           0.00000038
Ar           -0.00000193          -0.00000028          -0.00000044
Ar           -0.00000084           0.00000045           0.00000005
Ar            0.00000023           0.00000068           0.00000015
Ar            0.00000051           0.00000084          -0.00000009
Ar            0.00000002           0.00000143          -0.00000009
Ar           -0.00000213          -0.00000135          -0.00000012
Ar            0.00000039           0.00000115           0.00000011
Ar            0.00000157          -0.00000067           0.00000014
Ar            0.00000034          -0.00000125           0.00000017
Ar            0.00000156           0.00000150          -0.00000028
Ar            0.00000165          -0.00000002           0.00000007
Ar            0.00000077           0.00000099           0.00000025
Ar            0.00000642          -0.00000094          -0.00000026
Ar           -0.00000061           0.00000253          -0.00000028
Ar            0.00000061           0.00000186          -0.00000010
Ar           -0.00000551          -0.00000067          -0.00000054
Ar           -0.00000868          -0.00000031          -0.00000031
Ar            0.00000347           0.00000195           0.00000001
Ar            0.00000552          -0.00000097           0.00000030
Ar           -0.00000083          -0.00000138          -0.00000042
Ar            0.00000112          -0.00000118          -0.00000054
Ar            0.00000116          -0.00000009           0.00000008
Ar           -0.00000269          -0.00000108           0.00000009
Ar           -0.00000203          -0.00000015           0.00000001
Ar           -0.00000054           0.00000112          -0.00000028
Ar            0.00000004           0.00000111           0.00000003
Ar            0.00000088          -0.00000060           0.00000037
Ar            0.00000123           0.00000095          -0.00000007
Ar            0.00000078          -0.00000010          -0.00000007
Ar           -0.00000101           0.00000121           0.00000021
Ar           -0.00000255          -0.00000069          -0.00000054
Ar           -0.00000078           0.00000089          -0.00000000
Ar            0.00000221           0.00000055          -0.00000037
Ar            0.00000167           0.00000148          -0.00000029
Ar           -0.00000077           0.00000017          -0.00000041
Ar           -0.00000029           0.00000064          -0.00000013
Ar           -0.00000105           0.00000243          -0.00000040
Ar            0.00000042           0.00000094           0.00000018
Ar           -0.00000190          -0.00000154           0.00000025
Ar            0.00000041          -0.00000037           0.00000012
Ar            0.00000090           0.00000046           0.00000013
Ar           -0.00000120           0.00000092           0.00000006
Ar           -0.00000188          -0.00000155           0.00000038
Ar           -0.00000283           0.00000049          -0.00000008
Ar            0.00000068          -0.00000020          -0.00000013
Ar            0.00000176           0.00000206          -0.00000014
Ar           -0.00000079           0.00000066          -0.00000007
Ar            0.00000062           0.00000055          -0.00000007
Ar           -0.00000155           0.00000039           0.00000009
Ar           -0.00000020          -0.00000043           0.00000005
Ar            0.00000052          -0.00000175           0.00000044
Ar           -0.00000184          -0.00000064           0.00000006
Ar           -0.00000448          -0.00000240          -0.00000006
Ar            0.00000013           0.00000024          -0.00000013
Ar           -0.00000452          -0.00000298          -0.00000053
Ar           -0.00000055           0.00000090          -0.00000002
Ar           -0.00000107           0.00000010          -0.00000032
Ar            0.00000100           0.00000057          -0.00000004
Ar           -0.00000130          -0.00000187           0.00000074
Ar           -0.00000034           0.00000088           0.00000099
Ar            0.00000153          -0.00000121           0.00000016
Ar            0.00000050          -0.00000024          -0.00000002
Ar            0.00000131          -0.00000093           0.00000000
Ar            0.00000050           0.00000001          -0.00000008
Ar           -0.00000021           0.00000003           0.00000028
Ar            0.00000151           0.00000055           0.00000012
Ar            0.00000025           0.00000062          -0.00000007
Ar           -0.00000198           0.00000218          -0.00000007
Ar            0.00000080          -0.00000042           0.00000004
Ar            0.00000083          -0.00000093          -0.00000014
Ar            0.00000142           0.00000004          -0.00000021
Ar           -0.00000030           0.00000040           0.00000015
Ar            0.00000006           0.00000083          -0.00000023
Ar           -0.00000002          -0.00000119           0.00000031
Ar           -0.00000148          -0.00000120           0.00000028
Ar           -0.00000379          -0.00000010          -0.00000005
Ar           -0.00000244          -0.00000158           0.00000020
Ar           -0.00000024           0.00000175           0.00000011
Ar            0.00000029          -0.00000006           0.00000009
Ar           -0.00000146           0.00000021           0.00000029
Ar           -0.00000072          -0.00000182           0.00000019
Ar            0.00000046           0.00000022           0.00000031
Ar           -0.00000146          -0.00000181          -0.00000018
Ar            0.00000094          -0.00000091          -0.00000014
Ar            0.00000018          -0.00000076          -0.00000023
Ar           -0.00000204           0.00000081          -0.00000021
Ar           -0.00000103          -0.00000058          -0.00000044
Ar            0.00000472          -0.00000165           0.00000041
Ar           -0.00000256          -0.00000073          -0.00000041
Ar            0.00000072           0.00000078           0.00000001
Ar           -0.00000061           0.00000030           0.00000003
Ar            0.00000533           0.00000150          -0.00000038
Ar           -0.00000033           0.00000043           0.00000016
Ar            0.00000100           0.00000096          -0.00000000
Ar            0.00000012           0.00000035           0.00000067
Ar           -0.00000042           0.00000116           0.00000016
Ar           -0.00000084           0.00000003           0.00000004
Ar            0.00000530          -0.00000448           0.00000038
Ar            0.00000314           0.00000289          -0.00000001
