       1          72.64160016          23.16879686        -164.98691845        -141.81812159
     100          65.31535065          20.83211394        -162.66439826        -141.83228432
     200          59.85788979          19.09147494        -160.92527389        -141.83379895
     300          56.95236755          18.16476828        -159.99388841        -141.82912013
     400          59.42311394          18.95280463        -160.77973945        -141.82693482
     500          60.56734846          19.31775443        -161.14598297        -141.82822854
     600          54.91249338          17.51415720        -159.34066180        -141.82650461
     700          59.38933739          18.94203171        -160.76958458        -141.82755287
     800          57.25711655          18.26196696        -160.08129163        -141.81932467
     900          61.23352403          19.53022891        -161.35778019        -141.82755128
    1000          61.38922687          19.57988981        -161.41098901        -141.83109920
    1100          58.29345801          18.59250463        -160.42657466        -141.83407003
    1200          57.71773903          18.40888097        -160.23874569        -141.82986471
    1300          60.02682896          19.14535753        -160.96358588        -141.81822835
    1400          60.80480522          19.39349047        -161.21518707        -141.82169660
    1500          56.76813695          18.10600854        -159.93378000        -141.82777145
    1600          59.53004625          18.98691034        -160.80775895        -141.82084861
    1700          52.61192736          16.78039931        -158.60190153        -141.82150222
    1800          56.42290333          17.99589743        -159.82138066        -141.82548323
    1900          58.48488683          18.65356021        -160.48658597        -141.83302576
    2000          54.59348436          17.41241033        -159.24212033        -141.82971000
    2100          55.99293761          17.85876129        -159.68696593        -141.82820464
    2200          53.29790398          16.99918928        -158.82629291        -141.82710364
    2300          55.67742559          17.75812978        -159.58474510        -141.82661532
    2400          57.88385661          18.46186362        -160.28826650        -141.82640287
    2500          55.73158567          17.77540396        -159.59504305        -141.81963909
    2600          54.20266887          17.28776103        -159.11591190        -141.82815087
    2700          53.75540056          17.14510629        -158.96773147        -141.82262518
    2800          57.99430641          18.49709122        -160.32690048        -141.82980926
    2900          59.14517717          18.86415762        -160.69087334        -141.82671572
    3000          58.78323524          18.74871745        -160.58027320        -141.83155576
    3100          56.35560693          17.97443347        -159.79954575        -141.82511228
    3200          52.51776701          16.75036718        -158.56947783        -141.81911064
    3300          55.99369747          17.85900365        -159.67690464        -141.81790099
    3400          53.10332139          16.93712781        -158.75631144        -141.81918363
    3500          57.79101569          18.43225232        -160.25102204        -141.81876972
    3600          51.63538988          16.46893593        -158.28421072        -141.81527479
    3700          58.90916162          18.78888125        -160.60697758        -141.81809633
    3800          51.03800108          16.27840076        -158.09357943        -141.81517867
    3900          49.82120550          15.89030786        -157.71015390        -141.81984604
    4000          46.09907159          14.70314562        -156.52182196        -141.81867634
    4100          54.15450955          17.27240078        -159.09334696        -141.82094619
    4200          53.84116044          17.17245912        -158.99351232        -141.82105320
    4300          58.78318394          18.74870108        -160.57026916        -141.82156808
    4400          58.45969256          18.64552459        -160.46325675        -141.81773216
    4500          55.41546895          17.67457958        -159.49171000        -141.81713042
    4600          52.05466043          16.60266088        -158.41211892        -141.80945804
    4700          50.74762817          16.18578729        -158.00949078        -141.82370349
    4800          55.33195907          17.64794439        -159.47210456        -141.82416017
    4900          55.71188908          17.76912180        -159.59364296        -141.82452116
    5000          58.06259197          18.51887067        -160.33666878        -141.81779811
    5100          55.47879985          17.69477877        -159.51818937        -141.82341060
    5200          51.43032682          16.40353175        -158.22375269        -141.82022094
    5300          54.17027057          17.27742770        -159.09452140        -141.81709370
    5400          54.60198152          17.41512047        -159.23633610        -141.82121562
    5500          50.09733674          15.97837900        -157.79534654        -141.81696754
    5600          52.61315124          16.78078967        -158.60043014        -141.81964048
    5700          56.47209106          18.01158569        -159.83667803        -141.82509234
    5800          53.29331109          16.99772439        -158.82212756        -141.82440317
    5900          52.97951817          16.89764118        -158.71704150        -141.81940032
    6000          54.89365150          17.50814764        -159.33108097        -141.82293333
    6100          49.56562455          15.80879116        -157.63271221        -141.82392105
    6200          55.48349386          17.69627590        -159.51835323        -141.82207733
    6300          52.18285360          16.64354767        -158.46827642        -141.82472875
    6400          53.74487870          17.14175038        -158.96335299        -141.82160261
    6500          55.91017636          17.83236487        -159.65503591        -141.82267104
    6600          56.74356125          18.09817021        -159.91421384        -141.81604364
    6700          57.59420792          18.36948114        -160.18458004        -141.81509890
    6800          52.08826225          16.61337807        -158.43653514        -141.82315707
    6900          57.08996440          18.20865434        -160.02605820        -141.81740386
    7000          51.18825430          16.32632353        -158.14990031        -141.82357678
    7100          55.78853044          17.79356631        -159.61640674        -141.82284043
    7200          57.30313531          18.27664449        -160.09755473        -141.82091024
    7300          52.28510234          16.67615956        -158.50340480        -141.82724524
    7400          51.10620691          16.30015478        -158.11907836        -141.81892358
    7500          56.79148122          18.11345412        -159.93084839        -141.81739427
    7600          56.50324315          18.02152155        -159.84007274        -141.81855119
    7700          52.44610007          16.72750925        -158.54689438        -141.81938513
    7800          53.45680768          17.04987108        -158.86977952        -141.81990843
    7900          49.90499856          15.91703337        -157.74263498        -141.82560161
    8000          50.97269228          16.25757074        -158.07501854        -141.81744781
    8100          52.69860486          16.80804482        -158.62671477        -141.81866995
    8200          53.50826608          17.06628357        -158.88845669        -141.82217312
    8300          55.27056178          17.62836193        -159.44228075        -141.81391883
    8400          57.12787112          18.22074456        -160.03646741        -141.81572285
    8500          55.43996978          17.68239404        -159.49732100        -141.81492696
    8600          57.37559275          18.29975455        -160.11259568        -141.81284113
    8700          52.31934091          16.68707984        -158.50271717        -141.81563733
    8800          53.67184269          17.11845578        -158.93800349        -141.81954771
    8900          57.11165023          18.21557097        -160.02884433        -141.81327337
    9000          50.86145314          16.22209138        -158.03884456        -141.81675318
    9100          53.64450763          17.10973736        -158.92453874        -141.81480138
    9200          57.02303377          18.18730704        -160.00411674        -141.81680970
