Ar           -0.41490204           0.47005223          -0.08316905
Ar           -0.49931866          -0.39961034          -1.61424017
Ar            0.18235344          -0.01929185           0.20550990
Ar            0.09432655          -0.13612574          -0.26725699
Ar            0.52189076          -0.44651750          -0.05745955
Ar           -0.31214079           0.33566050           0.21167628
Ar           -0.98060877           0.23675171           0.58117139
Ar           -0.22388880          -0.07262041           0.21426903
Ar           -0.25841044          -0.74850797           2.27577979
Ar           -0.36699049           0.63878329           0.17716032
Ar           -1.22621350          -0.27553720           1.31138935
Ar            0.44539930           0.42059213          -0.18472620
Ar           -0.90808725          -0.23142290          -0.63789773
Ar            0.45566722           0.48704752          -0.97640975
Ar            0.36558716           0.85028416          -2.24352528
Ar           -0.49632999          -0.28809271           0.31601136
Ar            0.48955669          -0.43177734          -0.15507675
Ar           -0.29493573          -0.35580746           0.28938018
Ar           -0.01773273           0.58969425           0.33184534
Ar           -0.32334332           0.14654404          -2.11794736
Ar            0.10478972          -0.72164900           1.76167563
Ar            0.15277288           0.44132837           0.49819727
Ar            0.41755389          -0.72848680           0.51644931
Ar            0.37910267          -0.12863782          -0.74663850
Ar            0.11461103           0.94223209          -0.26341432
Ar           -0.68479411           0.80609591          -0.18889512
Ar           -0.48643621          -0.64693384          -0.41976400
Ar           -0.76954206          -5.20818213           2.70721800
Ar            0.37916824          -0.24905478          -0.57386060
Ar           -0.12402259           2.64499596           1.27052697
Ar            2.01819087           0.41100625           0.17147002
Ar            1.23393198          -0.97200623           0.37324244
Ar            1.66050641          -0.42177705          -0.35229283
Ar            0.61350917           8.58780040          -0.29657183
Ar            1.33097033           0.92426589          -0.15368534
Ar           -1.34438212          -0.39388762           0.44219993
Ar            0.81450431          -0.27248315          -0.40396527
Ar           -1.01000987          -0.51906617           1.26512599
Ar           -0.43678531          -0.63751787          -0.29747230
Ar           -0.25832374          -0.68267484           0.11286299
Ar            0.67047641           0.68404329           0.27765971
Ar           -0.08790590           0.15945020          -0.10861171
Ar           -0.24370791          -1.84711872           1.01195864
Ar            0.67028260          -1.42438611           2.62649798
Ar            4.13827516           9.25353287           1.22390622
Ar            0.02231668           0.41838715           0.38499692
Ar           -0.49910046           0.01199314           0.00522548
Ar            0.27048866           0.25060221          -0.26671623
Ar           -1.61326449           0.03451757           0.05068250
Ar            0.72732105          -0.03012602          -0.55817965
Ar            0.18284401           0.31978594           0.09605296
Ar           -0.24164923          -0.40653774          -0.00923275
Ar           -0.45498232          -0.00052952           0.65763250
Ar            0.22937724           0.08328905           0.20991164
Ar            2.09753993           0.79204356           0.76001851
Ar           -0.26104056          -0.89758913          -0.07135972
Ar           -0.31788827          -0.25403101          -0.50455665
Ar           -5.99279248           2.55990327           3.45918123
Ar            0.00882883           0.06138202          -0.00106542
Ar            0.79646101          -0.20673710          -0.35038757
Ar           -0.44875579           0.59881837           0.23798936
Ar           -0.26139376           0.61236065          -0.36279482
Ar            0.85808138          -0.82774884          -0.19921841
Ar           -0.62172728           0.60475057           0.01664891
Ar            0.08650384           0.06068975           0.01328891
Ar           -0.28254389          -1.10786323           0.24429320
Ar           -0.26601228          -0.09271363           0.12527145
Ar            2.93614040          -0.72880767          -4.85430714
Ar           -2.23071018           1.38061963          -2.58221811
Ar           -0.54837011          -0.11011698          -0.00122387
Ar            0.74688163           0.71427342           0.35823145
Ar            0.15467386          -0.31931336          -0.41238390
Ar            2.03165220          -0.06028397          -0.26800312
Ar           -0.42284243          -0.16701951           2.94875809
Ar            0.15134976          -0.60192475          -0.66613155
Ar            0.10910471           0.13829220          -0.10197045
Ar            0.57268247           0.88889665          -0.13758818
Ar            1.07641082          -0.31804214           0.94654098
Ar            0.47834303           0.27750252           0.61627180
Ar            0.29791923           0.66997337          -1.22936649
Ar           -1.30265336          -0.75728394          -1.25648682
Ar            0.43911676          -0.39982161           0.41857912
Ar            1.94460475          -0.46880819           0.51151480
Ar            0.15626143           0.04056201          -0.08396277
Ar           -0.53940902           1.13911390          -0.96867760
Ar            0.30816998          -0.33013233          -0.44031699
Ar           -1.51644319          -0.13171330           0.04492982
Ar            0.62671117          -0.17081966          -0.19182758
Ar           -1.20167256          -0.57522983          -0.34909910
Ar           -0.48684962           0.39963283           1.83920787
Ar           -0.48870934           0.73385250          -4.36245771
Ar           -0.23987758           0.32072850           0.02876371
Ar           -2.86909858          -9.46752682           4.95070763
Ar            0.31915574           0.60203158          -2.36629116
Ar           -0.41333312          -0.68812434           0.11812865
Ar           -0.03517232          -0.71997095          -0.32053007
Ar            0.57281754           1.29356676          -0.22935977
Ar           -0.49891135           0.63656563          -0.61046051
Ar           -0.41780878          -0.57684159          -0.27987498
Ar            0.03519256          -0.29405920          -0.43774264
Ar            0.43792809           0.17642866           0.32209867
Ar           -1.14056519          -0.69794357          -1.99980906
Ar            0.10837317          -0.21318691          -0.07229435
Ar           -1.33367801          -8.30609858          -0.94791818
Ar            0.84572039           5.67258936          -1.00652346
Ar            0.51639870           0.19135265           0.46730093
Ar            1.21325407          -2.66699236           0.73673607
Ar            0.10401601           0.13844490          -0.09892977
