       1         294.94821401          94.07275226        -164.98691845         -70.91416619
     100         195.54586974          62.36870503        -133.28078677         -70.91208174
     200         250.55941989          79.91509395        -117.35865574         -37.44356178
     300         274.47900136          87.54416494        -109.75228763         -22.20812269
     400         296.04850695          94.42368703        -109.17331856         -14.74963153
     500         290.97114490          92.80427929        -106.20142140         -13.39714211
     600         323.21081484         103.08701483        -115.38999499         -12.30298016
     700         307.56039581          98.09536571        -111.96498260         -13.86961689
     800         278.64342414          88.87239374        -104.40017502         -15.52778128
     900         314.33734215         100.25685022        -112.87886859         -12.62201838
    1000         301.09907383          96.03454855        -109.88082757         -13.84627902
    1100         301.77953601          96.25157970        -108.50440551         -12.25282582
    1200         287.65417418          91.74634250        -105.03287151         -13.28652901
    1300         327.40024237         104.42321881        -118.06338642         -13.64016761
    1400         291.33993166          92.92190260        -106.63527572         -13.71337312
    1500         299.62375036          95.56399903        -108.05727747         -12.49327844
    1600         306.34702983          97.70836667        -111.13486058         -13.42649391
    1700         297.15906437          94.77789563        -107.28155395         -12.50365832
    1800         311.81917362          99.45368874        -112.41995085         -12.96626211
    1900         302.28157898          96.41170463        -109.66060100         -13.24889637
    2000         293.18570072          93.51060451        -105.84678795         -12.33618345
    2100         311.44329654          99.33380399        -111.94312631         -12.60932231
    2200         289.39973859          92.30308447        -105.59880271         -13.29571824
    2300         312.71003843          99.73782711        -111.65761520         -11.91978810
    2400         284.49272930          90.73801017        -104.32844268         -13.59043251
    2500         298.02459235          95.05395290        -108.79957702         -13.74562411
    2600         284.43397969          90.71927218        -104.78566829         -14.06639611
    2700         322.80713475         102.95826241        -115.77495689         -12.81669448
    2800         296.24286301          94.48567625        -106.13570499         -11.65002874
    2900         314.13526588         100.19239866        -113.39746905         -13.20507039
    3000         291.28203756          92.90343747        -105.92813149         -13.02469403
    3100         285.43611295          91.03889925        -104.35383504         -13.31493579
    3200         295.07749257          94.11398522        -108.15644577         -14.04246054
    3300         311.24760086          99.27138751        -110.42573827         -11.15435076
    3400         298.64450523          95.25167206        -108.54253491         -13.29086285
    3500         290.55429008          92.67132483        -104.85020687         -12.17888205
    3600         297.37060277          94.84536510        -106.10666795         -11.26130285
    3700         297.96551519          95.03511044        -108.40628280         -13.37117236
    3800         318.59380096         101.61443360        -114.87155026         -13.25711666
    3900         291.89633827          93.09936664        -105.16308535         -12.06371872
    4000         310.36131454          98.98870943        -111.62541829         -12.63670886
    4100         296.25541904          94.48968096        -106.84370626         -12.35402530
    4200         291.79751622          93.06784767        -107.15345026         -14.08560259
    4300         282.11512869          89.97968236        -103.85163829         -13.87195592
    4400         331.30616263         105.66899909        -119.78575590         -14.11675681
    4500         283.30030457          90.35769027        -104.36471114         -14.00702087
    4600         340.02719403         108.45054306        -122.45367469         -14.00313162
    4700         327.51124249         104.45862193        -117.76286203         -13.30424010
    4800         282.20491809          90.00832039        -102.78987783         -12.78155743
    4900         326.88694128         104.25950314        -117.08566203         -12.82615889
    5000         326.09309583         104.00630877        -116.76124996         -12.75494119
    5100         288.79096125          92.10891696        -104.81625148         -12.70733451
    5200         297.10525792          94.76073424        -105.58399800         -10.82326376
    5300         294.64274061          93.97532253        -107.63769488         -13.66237235
    5400         305.72891178          97.51121997        -110.26841815         -12.75719818
    5500         285.59124236          91.08837726        -104.71646846         -13.62809120
    5600         306.14946818          97.64535503        -110.78348081         -13.13812577
    5700         292.47457018          93.28379178        -104.23697548         -10.95318369
    5800         295.76721405          94.33396960        -106.97346784         -12.63949824
    5900         317.39343814         101.23158187        -113.54775196         -12.31617008
    6000         308.59885979          98.42658035        -110.67669366         -12.25011332
    6100         323.43443266         103.15833699        -117.53066738         -14.37233039
    6200         288.96554380          92.16459948        -105.43814603         -13.27354654
    6300         291.28193465          92.90340465        -105.49631792         -12.59291327
    6400         290.73684442          92.72954993        -106.07181661         -13.34226668
    6500         291.65053862          93.02096966        -106.47521810         -13.45424845
    6600         289.86575554          92.45171903        -107.51641874         -15.06469971
    6700         305.28655676          97.37013231        -111.16777919         -13.79764689
    6800         297.00528650          94.72884869        -108.39015304         -13.66130435
    6900         281.74523943          89.86170741        -103.21782440         -13.35611699
    7000         267.33335301          85.26508415        -100.51903271         -15.25394855
    7100         313.66792630         100.04334226        -113.58793980         -13.54459754
    7200         301.30082642          96.09889687        -107.15170052         -11.05280366
    7300         306.03221314          97.60795693        -110.58056888         -12.97261195
    7400         288.76765697          92.10148414        -106.50135100         -14.39986686
    7500         263.22160505          83.95365581         -97.40340512         -13.44974930
    7600         314.21243508         100.21701152        -111.83226784         -11.61525632
    7700         303.44710605          96.78344562        -109.99418328         -13.21073766
    7800         307.26833664          98.00221441        -111.53648812         -13.53427371
    7900         323.06777398         103.04139242        -116.54332616         -13.50193374
    8000         296.00922651          94.41115867        -108.17807590         -13.76691723
    8100         290.80658003          92.75179187        -105.36101675         -12.60922488
    8200         307.17570487          97.97266982        -110.47963171         -12.50696189
    8300         321.38826358         102.50571816        -116.82533212         -14.31961395
    8400         301.76229616          96.24608110        -108.93622839         -12.69014728
    8500         302.11973731          96.36008577        -109.49871957         -13.13863380
    8600         298.71659664          95.27466537        -109.53358543         -14.25892006
    8700         300.87267630          95.96233981        -110.09807451         -14.13573470
    8800         297.98820169          95.04234622        -110.12756358         -15.08521736
    8900         293.92070835          93.74503274        -106.76464264         -13.01960990
    9000         285.30939562          90.99848318        -104.08617238         -13.08768920
    9100         308.80734478          98.49307594        -112.23974601         -13.74667007
    9200         302.32078304          96.42420864        -109.84067323         -13.41646459
