Ar            7.24910086         -12.08264703          15.07921734
Ar            0.51245767          -6.12352816          -1.97750991
Ar           -1.14659102         -17.74108230           4.88099417
Ar            9.30152879          -3.83932875           2.65641937
Ar           15.05370357          -4.02708189          10.06800358
Ar           -0.04146868          -7.01268221           8.59958689
Ar           -4.70191015          -2.71245979           4.66440927
Ar            2.24404355          -9.30899424           3.50638660
Ar            3.70520437         -29.44586135           5.24038717
Ar           12.89470125          -4.30323142           1.34550814
Ar            5.28931936         -14.00092247          17.66608954
Ar           16.01919499         -13.20433666          16.98850983
Ar           10.68766635          -0.18893038           2.32220764
Ar           -2.98422269           3.77568277          10.21117744
Ar            9.03633517         -18.43809770           5.59495616
Ar            8.95943865           2.51800523           0.25162719
Ar           17.63376397           0.83072019          18.68025905
Ar           17.69912124         -14.28505936           4.86783734
Ar           -3.42752875          -5.59596870           6.85937589
Ar           15.70038799          -7.31807803          12.28569450
Ar           17.40412322         -10.90498161           6.52121306
Ar           12.73429455          10.25580853          10.21181950
Ar           11.72708694          -6.84848030          20.98205270
Ar            9.87790486          -4.81957284           6.39487290
Ar            0.29556256          -3.40622514           7.26647655
Ar           -1.44934095          -4.26682088          21.01827021
Ar            6.40453584         -22.51929912          22.25281844
Ar            0.83828732         -23.40680484           1.74890194
Ar           13.89894392         -22.91669323          15.33040805
Ar            9.53139529          -9.29611092          10.64265440
Ar            0.42804887         -13.87927990           8.79096305
Ar           -2.92536523          -9.54890777           8.05450898
Ar            7.09621684         -16.46510235          20.10260007
Ar           -8.10133231          -1.98577768          13.49345715
Ar           -0.27450974           2.27635487          12.41697630
Ar            1.71749893         -19.66394774           3.00102362
Ar            7.04232102         -12.73334000           3.56215293
Ar            8.07698595         -18.59027093          -0.06299928
Ar            5.54179851         -19.91893649          19.75184743
Ar           11.24601204         -11.92943587           7.83698391
Ar           12.62349005           2.11742831          17.11762350
Ar           12.03461729          -2.35583502           8.46597126
Ar           11.31378526          -7.95256448           0.15950128
Ar           12.40602976          -1.59131365          15.63920854
Ar           13.67178986           0.08546357          29.24287156
Ar           12.12692063         -21.04768310          -4.65785315
Ar           17.04574942         -11.45272239          13.91874488
Ar           16.20217544         -11.13062932          20.12804898
Ar           12.94254892         -11.35541998          18.15663215
Ar            6.62480013           1.13795605          14.76810212
Ar           10.56795445         -15.69241796          14.08620151
Ar            3.47681529           0.81063412           3.82779161
Ar            7.54553273          -5.61321259          13.33383817
Ar           14.96070583           0.45399846           8.34095749
Ar            9.15388064         -10.97721557           1.01122118
Ar           -2.68132580         -13.26297285           6.51708318
Ar           22.56567132         -10.17296580          18.31946333
Ar           -2.46922627          -7.83909731          18.71741470
Ar           13.25679292         -10.18332557          11.82005419
Ar            3.92576531          -2.58110759           6.02101698
Ar            4.48327997          -6.59272923           2.23337968
Ar            9.48839027          -5.30977867          10.14431000
Ar           -9.24067678          -8.38749405          15.80286100
Ar            7.48782917         -11.20185624           7.50212668
Ar           -1.54405004         -16.71357374          15.47415260
Ar            9.47990189         -10.13223522           4.55632864
Ar            4.06834940          -7.55058644          -1.35057069
Ar            3.65281898          -5.49048343           8.58658621
Ar            1.29068642          -4.71159464          11.63071913
Ar           -0.25856804           6.67545564          10.35124887
Ar           13.72998507         -13.39099347          13.95413006
Ar           14.54090160         -14.49965660          20.17653557
Ar           23.05133722          -9.24741691          -4.39317893
Ar           18.82900176          -1.37978038          14.51339173
Ar           14.33602571          -9.42144187          15.30960616
Ar           10.91105521           6.14585643          -2.28358814
Ar           15.57189564          -2.95190652          13.62506823
Ar           16.48929887          -3.17504929          17.23743508
Ar            8.20179033           9.72930242           2.29567564
Ar           10.64117884           4.30229131          11.56249184
Ar           22.56163323          -2.49591891          14.44156211
Ar           11.40148190           1.46383673           9.12341710
Ar            0.67913558          -9.52943715          17.07877265
Ar            2.12271750         -12.71326170          18.86741214
Ar            5.87639483          -9.12173025           4.73422013
Ar            1.61099709         -17.05833749           7.28901884
Ar           13.09372736         -10.28054579          21.78848981
Ar            2.72808851         -12.41392669          11.72950651
Ar            3.08486391          -3.98437753          16.97550830
Ar            6.88050981          -3.38405836          -8.90912977
Ar            4.02263098         -17.49557081          17.37723405
Ar            8.98164978         -14.63743364           6.23097546
Ar           12.39561420         -16.28144953           5.53721975
Ar            7.10538896          -7.44637937           8.08535950
Ar           14.22997390         -17.98683998          18.87307870
Ar           10.22340477          -4.63694485          15.92874226
Ar            3.24722885          -8.94777078           7.34489434
Ar           11.04187690           9.70107085          30.70335378
Ar            6.73378306         -22.13384666          -0.17972919
Ar           20.65451028         -11.29809956          15.30281891
Ar           10.83719220           8.94884492          24.48007847
Ar           19.14315796         -14.76166682          15.52038865
Ar           19.24384254          -8.60003338          12.72122765
Ar            3.55363412          -2.02744877           9.85429288
Ar           16.10883226          -7.82437615          22.14142442
Ar           17.25115460          -1.08888079          10.82057657
Ar           19.38672071          -5.87101712          22.32878144
Ar           -6.21993040           3.66505165          20.46731738
